file,similar_is_equal,similar_is_equal_threshold,f1_score,precision,recall
data/mistral/8bit_FT/maxNewTokensFactor4_nShotsInference2_mistral-7b-instruct-v0.2_adapters_en.layer1_8_torch.bfloat16_64_32_0.01_8_0.0002.csv,,100,0.5603864734299516,0.6438482886216467,0.49607982893799
data/mistral/8bit_FT/maxNewTokensFactor4_nShotsInference4_mistral-7b-instruct-v0.2_adapters_en.layer1_8_torch.bfloat16_64_32_0.01_2_0.0002.csv,,100,0.58442892358258,0.7077114427860697,0.4977256822953114
data/mistral/8bit_FT/maxNewTokensFactor8_nShotsInference4_mistral-7b-instruct-v0.2_adapters_en.layer1_8_torch.bfloat16_64_32_0.01_8_0.0002.csv,,100,0.5827031486319264,0.5138215324927256,0.6729120355668466
data/mistral/8bit_FT/maxNewTokensFactor8_nShotsInference2_mistral-7b-instruct-v0.2_adapters_en.layer1_8_torch.bfloat16_64_32_0.01_2_0.0002.csv,,100,0.555257716167573,0.510347740391384,0.608834397044004
data/mistral/8bit_FT/maxNewTokensFactor8_nShotsInference0_mistral-7b-instruct-v0.2_adapters_en.layer1_8_torch.bfloat16_16_32_0.01_4_0.0008.csv,,100,0.5971367407010971,0.5636524374842132,0.634850640113798
data/mistral/8bit_FT/maxNewTokensFactor4_nShotsInference0_mistral-7b-instruct-v0.2_adapters_en.layer1_8_torch.bfloat16_16_32_0.01_8_0.0002.csv,,100,0.6150914634146343,0.7011294526498697,0.5478615071283096
data/mistral/8bit_FT/maxNewTokensFactor4_nShotsInference0_mistral-7b-instruct-v0.2_adapters_en.layer1_8_torch.bfloat16_32_32_0.05_2_0.0008.csv,,100,0.532307367977232,0.638917004048583,0.4561878952122855
data/mistral/8bit_FT/maxNewTokensFactor4_nShotsInference4_mistral-7b-instruct-v0.2_adapters_en.layer1_8_torch.bfloat16_64_32_0.01_4_0.0008.csv,,100,0.20412614741434157,0.20388525780682643,0.20436760691537761
data/mistral/8bit_FT/maxNewTokensFactor8_nShotsInference0_mistral-7b-instruct-v0.2_adapters_en.layer1_8_torch.bfloat16_32_32_0.05_8_0.0008.csv,,100,0.5017873941674506,0.5742894056847545,0.4455395923822252
data/mistral/8bit_FT/maxNewTokensFactor8_nShotsInference0_mistral-7b-instruct-v0.2_adapters_en.layer1_8_torch.bfloat16_16_32_0.01_2_0.0002.csv,,100,0.6796277833167165,0.690761695659517,0.6688470973017171
data/mistral/8bit_FT/maxNewTokensFactor8_nShotsInference2_mistral-7b-instruct-v0.2_adapters_en.layer1_8_torch.bfloat16_64_32_0.01_4_0.0008.csv,,100,0.26967758778227385,0.21057996126796452,0.37488659045545275
data/mistral/8bit_FT/maxNewTokensFactor8_nShotsInference0_mistral-7b-instruct-v0.2_adapters_en.layer1_8_torch.bfloat16_16_32_0.05_2_0.0008.csv,,100,0.503471231573942,0.564151747655584,0.45457667868796153
